batch,scroll,window,direction,frac200,blobs_letterlike,p999,mean,verdict
p0211_batch_cw30k,PHerc0211,w038,ink_reverse,0.00111,2,202.0,82.76,negative
p0211_batch_cw30k,PHerc0211,w039,ink,0.00054,1,198.0,87.13,negative
p0211_batch_cw30k,PHerc0211,w039,ink_reverse,0.00045,1,198.0,84.66,negative
p0211_batch_cw30k,PHerc0211,w040,ink,0.00078,2,199.0,87.92,negative
p0211_batch_cw30k,PHerc0211,w040,ink_reverse,0.00100,2,200.0,84.32,negative
p0211_batch_cw30k,PHerc0211,w041,ink,0.00003,0,190.0,83.9,negative
p0211_batch_cw30k,PHerc0211,w041,ink_reverse,0.00027,0,196.0,84.97,negative
p0211_batch_cw30k,PHerc0211,w042,ink,0.00008,0,194.0,85.17,negative
p0211_batch_cw30k,PHerc0211,w042,ink_reverse,0.00033,1,191.0,81.81,negative
p0211_batch_cw30k,PHerc0211,w043,ink,0.00035,1,196.0,83.74,negative
p0211_batch_cw30k,PHerc0211,w043,ink_reverse,0.00018,0,196.0,79.11,negative
p0211_batch_cw30k,PHerc0211,w044,ink,0.00018,0,196.0,84.05,negative
p0211_batch_cw30k,PHerc0211,w044,ink_reverse,0.00000,0,183.0,79.81,negative
p0211_batch_cw30k,PHerc0211,w045,ink,0.00027,0,195.0,84.22,negative
p0211_batch_cw30k,PHerc0211,w045,ink_reverse,0.00012,0,192.0,79.95,negative
p0211_batch_cw30k,PHerc0211,w046,ink,0.00001,0,193.0,84.59,negative
p0211_batch_cw30k,PHerc0211,w046,ink_reverse,0.00025,0,195.0,81.65,negative
p0211_batch_cw30k,PHerc0211,w047,ink,0.00045,1,198.0,82.92,negative
p0211_batch_cw30k,PHerc0211,w047,ink_reverse,0.00038,2,194.0,81.79,negative
p0211_batch_cw30k,PHerc0211,w048,ink,0.00030,1,196.0,82.28,negative
p0211_batch_cw30k,PHerc0211,w048,ink_reverse,0.00032,1,196.0,82.78,negative
p0211_batch_cw30k,PHerc0211,w049,ink,0.00013,0,194.0,85.7,negative
p0211_batch_cw30k,PHerc0211,w049,ink_reverse,0.00002,0,189.0,80.78,negative
p0211_batch_cw30k,PHerc0211,w050,ink,0.00014,1,190.0,83.25,negative
p0211_batch_cw30k,PHerc0211,w050,ink_reverse,0.00000,0,187.0,80.04,negative
p0211_batch_cw30k,PHerc0211,w051,ink,0.00033,0,198.0,85.41,negative
p0211_batch_cw30k,PHerc0211,w051,ink_reverse,0.00016,0,195.0,83.2,negative
p0211_batch_cw30k,PHerc0211,w052,ink,0.00091,2,200.0,85.9,negative
p0211_batch_cw30k,PHerc0211,w052,ink_reverse,0.00033,0,197.0,85.96,negative
p0211_batch_cw30k,PHerc0211,w053,ink,0.00081,1,199.0,86.06,negative
p0211_batch_cw30k,PHerc0211,w053,ink_reverse,0.00030,1,192.0,82.57,negative
p0211_batch_cw30k,PHerc0211,w054,ink,0.00001,0,189.0,84.9,negative
p0211_batch_cw30k,PHerc0211,w054,ink_reverse,0.00001,0,188.0,82.18,negative
p0211_batch_cw30k,PHerc0211,w055,ink,0.00007,0,194.0,82.46,negative
p0211_batch_cw30k,PHerc0211,w055,ink_reverse,0.00142,3,202.0,81.4,negative
p0211_batch_cw30k,PHerc0211,w056,ink,0.00000,0,184.0,81.93,negative
p0211_batch_cw30k,PHerc0211,w056,ink_reverse,0.00013,0,194.0,82.0,negative
p0211_batch_cw30k,PHerc0211,w057,ink,0.00005,0,193.0,84.77,negative
p0211_batch_cw30k,PHerc0211,w057,ink_reverse,0.00042,2,196.0,83.09,negative
p0211_batch_cw30k,PHerc0211,w058,ink,0.00043,1,196.0,87.79,negative
p0211_batch_cw30k,PHerc0211,w058,ink_reverse,0.00000,0,182.0,85.14,negative
p0211_batch_cw30k,PHerc0211,w059,ink,0.00008,0,194.0,89.39,negative
p0211_batch_cw30k,PHerc0211,w059,ink_reverse,0.00017,0,196.0,87.32,negative
p0211_batch_cw30k,PHerc0211,w060,ink,0.00022,1,195.0,86.64,negative
p0211_batch_cw30k,PHerc0211,w060,ink_reverse,0.00066,3,199.0,88.59,negative
p0211_batch_cw30k,PHerc0211,w061,ink,0.00002,0,191.0,85.11,negative
p0211_batch_cw30k,PHerc0211,w061,ink_reverse,0.00019,0,195.0,84.44,negative
p0211_batch_cw30k,PHerc0211,w062,ink,0.00007,0,191.0,84.84,negative
p0211_batch_cw30k,PHerc0211,w062,ink_reverse,0.00023,1,189.0,83.37,negative
p0211_batch_cw30k,PHerc0211,w063,ink,0.00000,0,186.0,85.65,negative
p0211_batch_cw30k,PHerc0211,w063,ink_reverse,0.00000,0,189.0,84.98,negative
p0211_batch_cw30k,PHerc0211,w064,ink,0.00010,1,185.0,83.83,negative
p0211_batch_cw30k,PHerc0211,w064,ink_reverse,0.00005,0,188.0,83.56,negative
p0211_batch_cw30k,PHerc0211,w065,ink,0.00011,0,191.0,83.59,negative
p0211_batch_cw30k,PHerc0211,w065,ink_reverse,0.00022,1,185.0,83.02,negative
p0211_batch_cw30k,PHerc0211,w066,ink,0.00010,0,186.0,84.02,negative
p0211_batch_cw30k,PHerc0211,w066,ink_reverse,0.00022,1,195.0,84.86,negative
p0211_batch_cw30k,PHerc0211,w067,ink,0.00003,0,190.0,86.17,negative
p0211_batch_cw30k,PHerc0211,w067,ink_reverse,0.00021,0,196.0,85.15,negative
p0211_batch_cw30k,PHerc0211,w068,ink,0.00001,0,186.0,83.91,negative
p0211_batch_cw30k,PHerc0211,w068,ink_reverse,0.00002,0,187.0,84.24,negative
p0211_batch_cw30k,PHerc0211,w069,ink,0.00002,0,185.0,83.77,negative
p0211_batch_cw30k,PHerc0211,w069,ink_reverse,0.00013,0,185.0,84.04,negative
p0211_batch_cw30k,PHerc0211,w070,ink,0.00025,1,195.0,84.7,negative
p0211_batch_cw30k,PHerc0211,w070,ink_reverse,0.00008,0,184.0,83.04,negative
p0211_batch_cw30k,PHerc0211,w071,ink,0.00000,0,190.0,84.27,negative
p0211_batch_cw30k,PHerc0211,w071,ink_reverse,0.00022,1,193.0,82.46,negative
p0211_batch_cw30k,PHerc0211,w072,ink,0.00009,1,183.0,83.08,negative
p0211_batch_cw30k,PHerc0211,w072,ink_reverse,0.00037,1,194.0,82.46,negative
p0211_batch_cw30k,PHerc0211,w073,ink,0.00016,1,189.0,83.32,negative
p0211_batch_cw30k,PHerc0211,w073,ink_reverse,0.00016,1,187.0,81.43,negative
p0211_batch_cw30k,PHerc0211,w074,ink,0.00006,0,183.0,83.3,negative
p0211_batch_cw30k,PHerc0211,w074,ink_reverse,0.00001,0,180.0,83.15,negative
p0211_batch_cw30k,PHerc0211,w075,ink,0.00014,1,184.0,83.38,negative
p0211_batch_cw30k,PHerc0211,w075,ink_reverse,0.00002,0,184.0,82.63,negative
p0211_batch_cw30k,PHerc0211,w076,ink,0.00029,1,189.0,82.69,negative
p0211_batch_cw30k,PHerc0211,w076,ink_reverse,0.00003,0,178.0,82.92,negative
p0211_batch_cw30k,PHerc0211,w077,ink,0.00012,0,190.0,84.11,negative
p0211_batch_cw30k,PHerc0211,w077,ink_reverse,0.00003,0,190.0,84.2,negative
p0211_batch_cw30k,PHerc0211,w078,ink,0.00000,0,186.0,83.09,negative
p0211_batch_cw30k,PHerc0211,w078,ink_reverse,0.00000,0,178.0,83.27,negative
p0211_batch_cw30k,PHerc0211,w079,ink,0.00011,0,188.0,84.82,negative
p0211_batch_cw30k,PHerc0211,w079,ink_reverse,0.00007,0,188.0,84.04,negative
p0211_batch_cw30k,PHerc0211,w080,ink,0.00006,0,180.0,85.56,negative
p0211_batch_cw30k,PHerc0211,w080,ink_reverse,0.00001,0,183.0,84.42,negative
p0211_batch_cw30k,PHerc0211,w081,ink,0.00002,0,184.0,85.83,negative
p0211_batch_cw30k,PHerc0211,w081,ink_reverse,0.00027,2,194.0,85.7,negative
p0211_batch_cw30k,PHerc0211,w082,ink,0.00001,0,185.0,85.54,negative
p0211_batch_cw30k,PHerc0211,w082,ink_reverse,0.00000,0,187.0,85.74,negative
p0211_batch_cw30k,PHerc0211,w083,ink,0.00014,1,191.0,87.16,negative
p0211_batch_cw30k,PHerc0211,w083,ink_reverse,0.00028,2,190.0,85.93,negative
p0211_batch_cw30k,PHerc0211,w084,ink,0.00022,1,194.0,88.9,negative
p0211_batch_cw30k,PHerc0211,w084,ink_reverse,0.00036,1,194.0,86.48,negative
p0211_batch_cw30k,PHerc0211,w085,ink,0.00076,3,199.0,88.26,negative
p0211_batch_cw30k,PHerc0211,w085,ink_reverse,0.00087,2,199.0,89.92,negative
p0211_batch_cw30k,PHerc0211,w086,ink,0.00047,2,198.0,88.1,negative
p0211_batch_cw30k,PHerc0211,w086,ink_reverse,0.00110,3,201.0,91.0,negative
p0211_batch_cw30k,PHerc0211,w087,ink,0.00003,0,188.0,85.68,negative
p0211_batch_cw30k,PHerc0211,w087,ink_reverse,0.00063,2,199.0,88.85,negative
p0211_batch_cw30k,PHerc0211,w088,ink,0.00012,1,186.0,86.43,negative
p0211_batch_cw30k,PHerc0211,w088,ink_reverse,0.00048,1,195.0,86.76,negative
p0211_batch_cw30k,PHerc0211,w089,ink,0.00022,1,193.0,89.45,negative
p0211_batch_cw30k,PHerc0211,w089,ink_reverse,0.00032,2,196.0,89.56,negative
p0257_b2_batch,PHerc0257,w021,ink,0.00000,0,189.0,89.29,negative
p0257_b2_batch,PHerc0257,w021,ink_reverse,0.00009,0,191.0,90.08,negative
p0257_b2_batch,PHerc0257,w024,ink,0.00007,0,190.0,82.93,negative
p0257_b2_batch,PHerc0257,w024,ink_reverse,0.00000,0,184.0,84.11,negative
p0257_b2_batch,PHerc0257,w027,ink,0.00000,0,181.0,83.18,negative
p0257_b2_batch,PHerc0257,w027,ink_reverse,0.00002,0,181.0,82.14,negative
p0257_b2_batch,PHerc0257,w030,ink,0.00003,0,192.0,81.53,negative
p0257_b2_batch,PHerc0257,w030,ink_reverse,0.00000,0,183.0,82.21,negative
p0257_b2_batch,PHerc0257,w033,ink,0.00001,0,191.0,86.15,negative
p0257_b2_batch,PHerc0257,w033,ink_reverse,0.00013,0,191.0,80.59,negative
p0257_b2_batch,PHerc0257,w036,ink,0.00016,0,187.0,85.31,negative
p0257_b2_batch,PHerc0257,w036,ink_reverse,0.00019,0,187.0,79.44,negative
p0257_b2_batch,PHerc0257,w039,ink,0.00000,0,182.0,84.09,negative
p0257_b2_batch,PHerc0257,w039,ink_reverse,0.00098,2,200.0,83.19,negative
p0257_b2_batch,PHerc0257,w042,ink,0.00010,0,194.0,83.43,negative
p0257_b2_batch,PHerc0257,w042,ink_reverse,0.00037,0,197.0,84.57,negative
p0257_b2_batch,PHerc0257,w045,ink,0.00063,1,199.0,83.36,negative
p0257_b2_batch,PHerc0257,w045,ink_reverse,0.00018,0,194.0,83.73,negative
p0257_b2_batch,PHerc0257,w048,ink,0.00025,0,194.0,84.85,negative
p0257_b2_batch,PHerc0257,w048,ink_reverse,0.00042,1,197.0,83.88,negative
p0257_b2_batch,PHerc0257,w051,ink,0.00027,1,195.0,85.34,negative
p0257_b2_batch,PHerc0257,w051,ink_reverse,0.00023,1,193.0,82.8,negative
p0257_b2_batch,PHerc0257,w054,ink,0.00007,0,189.0,84.04,negative
p0257_b2_batch,PHerc0257,w054,ink_reverse,0.00018,0,193.0,83.15,negative
p0257_b2_batch,PHerc0257,w057,ink,0.00039,0,198.0,84.07,negative
p0257_b2_batch,PHerc0257,w057,ink_reverse,0.00067,3,199.0,85.82,negative
p0257_b2_batch,PHerc0257,w060,ink,0.00002,0,187.0,81.96,negative
p0257_b2_batch,PHerc0257,w060,ink_reverse,0.00002,0,191.0,81.68,negative
p0257_b2_batch,PHerc0257,w063,ink,0.00001,0,188.0,81.91,negative
p0257_b2_batch,PHerc0257,w063,ink_reverse,0.00000,0,175.0,80.33,negative
p0257_b2_batch,PHerc0257,w066,ink,0.00057,2,197.0,81.6,negative
p0257_b2_batch,PHerc0257,w066,ink_reverse,0.00001,0,188.0,82.37,negative
p0257_b2_batch,PHerc0257,w069,ink,0.00001,0,185.0,82.15,negative
p0257_b2_batch,PHerc0257,w069,ink_reverse,0.00031,1,191.0,82.9,negative
p0257_b2_batch,PHerc0257,w072,ink,0.00002,0,187.0,83.58,negative
p0257_b2_batch,PHerc0257,w072,ink_reverse,0.00020,1,187.0,85.46,negative
p0257_b2_batch,PHerc0257,w075,ink,0.00001,0,174.0,80.55,negative
p0257_b2_batch,PHerc0257,w075,ink_reverse,0.00001,0,181.0,82.56,negative
p0257_b2_batch,PHerc0257,w078,ink,0.00001,0,182.0,83.95,negative
p0257_b2_batch,PHerc0257,w078,ink_reverse,0.00004,0,183.0,82.29,negative
p0257_b2_batch,PHerc0257,w081,ink,0.00000,0,177.0,82.96,negative
p0257_b2_batch,PHerc0257,w081,ink_reverse,0.00000,0,177.0,82.45,negative
p0257_b2_batch,PHerc0257,w084,ink,0.00007,0,186.0,83.56,negative
p0257_b2_batch,PHerc0257,w084,ink_reverse,0.00005,0,188.0,82.77,negative
p0257_b2_batch,PHerc0257,w087,ink,0.00010,1,191.0,84.11,negative
p0257_b2_batch,PHerc0257,w087,ink_reverse,0.00013,1,187.0,83.45,negative
p0257_batch,PHerc0257,w021,ink,0.00149,2,203.0,91.46,negative
p0257_batch,PHerc0257,w021,ink_reverse,0.00025,0,198.0,89.16,negative
p0257_batch,PHerc0257,w022,ink,0.00022,0,197.0,88.16,negative
p0257_batch,PHerc0257,w022,ink_reverse,0.00447,4,204.0,94.31,inspect
p0257_batch,PHerc0257,w023,ink,0.00197,3,202.0,89.41,negative
p0257_batch,PHerc0257,w023,ink_reverse,0.00126,1,201.0,93.25,negative
p0257_batch,PHerc0257,w024,ink,0.00080,1,200.0,88.2,negative
p0257_batch,PHerc0257,w024,ink_reverse,0.00071,1,200.0,84.31,negative
p0257_batch,PHerc0257,w025,ink,0.00063,1,199.0,85.45,negative
p0257_batch,PHerc0257,w025,ink_reverse,0.00143,3,202.0,86.09,negative
p0257_batch,PHerc0257,w026,ink,0.00060,0,199.0,90.59,negative
p0257_batch,PHerc0257,w026,ink_reverse,0.00151,2,201.0,91.58,negative
p0257_batch,PHerc0257,w027,ink,0.00100,2,200.0,92.85,negative
p0257_batch,PHerc0257,w027,ink_reverse,0.00027,0,198.0,86.47,negative
p0257_batch,PHerc0257,w028,ink,0.00007,0,194.0,87.49,negative
p0257_batch,PHerc0257,w028,ink_reverse,0.00179,4,203.0,88.8,negative
p0257_batch,PHerc0257,w029,ink,0.00000,0,188.0,80.7,negative
p0257_batch,PHerc0257,w029,ink_reverse,0.00250,5,204.0,88.44,negative
p0257_batch,PHerc0257,w030,ink,0.00012,0,194.0,80.96,negative
p0257_batch,PHerc0257,w030,ink_reverse,0.00110,1,201.0,83.59,negative
p0257_batch,PHerc0257,w031,ink,0.00074,1,198.0,82.56,negative
p0257_batch,PHerc0257,w031,ink_reverse,0.00072,2,199.0,84.28,negative
p0257_batch,PHerc0257,w032,ink,0.00086,1,200.0,82.43,negative
p0257_batch,PHerc0257,w032,ink_reverse,0.00064,0,199.0,83.81,negative
p0257_batch,PHerc0257,w033,ink,0.00066,1,200.0,84.48,negative
p0257_batch,PHerc0257,w033,ink_reverse,0.00204,3,202.0,85.86,negative
p0257_batch,PHerc0257,w034,ink,0.00091,1,200.0,81.95,negative
p0257_batch,PHerc0257,w034,ink_reverse,0.00056,0,199.0,87.07,negative
p0257_batch,PHerc0257,w035,ink,0.00003,0,193.0,81.45,negative
p0257_batch,PHerc0257,w035,ink_reverse,0.00084,1,200.0,88.17,negative
p0257_batch,PHerc0257,w036,ink,0.00079,2,200.0,83.88,negative
p0257_batch,PHerc0257,w036,ink_reverse,0.00162,2,202.0,88.63,negative
p0257_batch,PHerc0257,w037,ink,0.00001,0,190.0,83.19,negative
p0257_batch,PHerc0257,w037,ink_reverse,0.00053,1,199.0,88.41,negative
p0257_batch,PHerc0257,w038,ink,0.00090,2,200.0,88.53,negative
p0257_batch,PHerc0257,w038,ink_reverse,0.00160,3,202.0,89.72,negative
p0257_batch,PHerc0257,w039,ink,0.00044,0,198.0,83.52,negative
p0257_batch,PHerc0257,w039,ink_reverse,0.00238,4,203.0,85.09,negative
p0257_batch,PHerc0257,w040,ink,0.00011,0,192.0,84.1,negative
p0257_batch,PHerc0257,w040,ink_reverse,0.00214,7,203.0,88.55,negative
p0257_batch,PHerc0257,w041,ink,0.00004,0,190.0,82.8,negative
p0257_batch,PHerc0257,w041,ink_reverse,0.00022,0,195.0,82.93,negative
p0257_batch,PHerc0257,w042,ink,0.00018,1,192.0,79.89,negative
p0257_batch,PHerc0257,w042,ink_reverse,0.00076,2,200.0,85.5,negative
p0257_batch,PHerc0257,w043,ink,0.00001,0,181.0,79.3,negative
p0257_batch,PHerc0257,w043,ink_reverse,0.00006,0,192.0,80.46,negative
p0257_batch,PHerc0257,w044,ink,0.00001,0,187.0,80.17,negative
p0257_batch,PHerc0257,w044,ink_reverse,0.00117,2,201.0,83.54,negative
p0257_batch,PHerc0257,w045,ink,0.00013,0,188.0,81.82,negative
p0257_batch,PHerc0257,w045,ink_reverse,0.00022,0,196.0,85.24,negative
p0257_batch,PHerc0257,w046,ink,0.00000,0,185.0,81.66,negative
p0257_batch,PHerc0257,w046,ink_reverse,0.00002,0,188.0,83.43,negative
p0257_batch,PHerc0257,w047,ink,0.00026,1,196.0,84.4,negative
p0257_batch,PHerc0257,w047,ink_reverse,0.00022,0,195.0,84.78,negative
p0257_batch,PHerc0257,w048,ink,0.00057,2,196.0,83.58,negative
p0257_batch,PHerc0257,w048,ink_reverse,0.00031,0,196.0,84.63,negative
p0257_batch,PHerc0257,w049,ink,0.00004,0,187.0,83.06,negative
p0257_batch,PHerc0257,w049,ink_reverse,0.00092,4,200.0,86.54,negative
p0257_batch,PHerc0257,w050,ink,0.00000,0,181.0,83.23,negative
p0257_batch,PHerc0257,w050,ink_reverse,0.00057,1,198.0,87.05,negative
p0257_batch,PHerc0257,w051,ink,0.00062,2,198.0,84.78,negative
p0257_batch,PHerc0257,w051,ink_reverse,0.00049,1,196.0,85.45,negative
p0257_batch,PHerc0257,w052,ink,0.00007,0,192.0,84.19,negative
p0257_batch,PHerc0257,w052,ink_reverse,0.00014,0,194.0,83.36,negative
p0257_batch,PHerc0257,w053,ink,0.00007,0,193.0,83.2,negative
p0257_batch,PHerc0257,w053,ink_reverse,0.00018,0,192.0,83.48,negative
p0257_batch,PHerc0257,w054,ink,0.00020,1,192.0,83.05,negative
p0257_batch,PHerc0257,w054,ink_reverse,0.00063,2,198.0,81.57,negative
p0257_batch,PHerc0257,w055,ink,0.00002,0,184.0,80.97,negative
p0257_batch,PHerc0257,w055,ink_reverse,0.00036,2,194.0,82.66,negative
p0257_batch,PHerc0257,w056,ink,0.00010,0,190.0,83.28,negative
p0257_batch,PHerc0257,w056,ink_reverse,0.00023,0,197.0,84.22,negative
p0257_batch,PHerc0257,w057,ink,0.00050,1,198.0,86.41,negative
p0257_batch,PHerc0257,w057,ink_reverse,0.00010,0,192.0,85.06,negative
p0257_batch,PHerc0257,w058,ink,0.00033,1,197.0,86.81,negative
p0257_batch,PHerc0257,w058,ink_reverse,0.00006,0,188.0,82.85,negative
p0257_batch,PHerc0257,w059,ink,0.00027,0,195.0,84.74,negative
p0257_batch,PHerc0257,w059,ink_reverse,0.00018,1,196.0,84.12,negative
p0257_batch,PHerc0257,w060,ink,0.00001,0,189.0,84.7,negative
p0257_batch,PHerc0257,w060,ink_reverse,0.00106,3,201.0,84.29,negative
p0257_batch,PHerc0257,w061,ink,0.00048,2,196.0,83.42,negative
p0257_batch,PHerc0257,w061,ink_reverse,0.00021,1,192.0,84.28,negative
p0257_batch,PHerc0257,w062,ink,0.00040,2,196.0,83.67,negative
p0257_batch,PHerc0257,w062,ink_reverse,0.00085,3,200.0,82.86,negative
p0257_batch,PHerc0257,w063,ink,0.00030,1,195.0,84.28,negative
p0257_batch,PHerc0257,w063,ink_reverse,0.00048,1,195.0,82.64,negative
p0257_batch,PHerc0257,w064,ink,0.00021,1,194.0,84.53,negative
p0257_batch,PHerc0257,w064,ink_reverse,0.00086,4,200.0,85.15,negative
p0257_batch,PHerc0257,w065,ink,0.00046,1,197.0,82.85,negative
p0257_batch,PHerc0257,w065,ink_reverse,0.00013,0,192.0,84.02,negative
p0257_batch,PHerc0257,w066,ink,0.00000,0,187.0,80.94,negative
p0257_batch,PHerc0257,w066,ink_reverse,0.00018,1,191.0,82.77,negative
p0257_batch,PHerc0257,w067,ink,0.00029,2,191.0,81.44,negative
p0257_batch,PHerc0257,w067,ink_reverse,0.00018,1,187.0,79.73,negative
p0257_batch,PHerc0257,w068,ink,0.00000,0,187.0,82.4,negative
p0257_batch,PHerc0257,w068,ink_reverse,0.00011,0,184.0,80.31,negative
p0257_batch,PHerc0257,w069,ink,0.00000,0,180.0,81.17,negative
p0257_batch,PHerc0257,w069,ink_reverse,0.00001,0,185.0,81.03,negative
p0257_batch,PHerc0257,w070,ink,0.00002,0,182.0,81.82,negative
p0257_batch,PHerc0257,w070,ink_reverse,0.00002,0,176.0,80.98,negative
p0257_batch,PHerc0257,w071,ink,0.00002,0,177.0,82.84,negative
p0257_batch,PHerc0257,w071,ink_reverse,0.00016,1,190.0,82.03,negative
p0257_batch,PHerc0257,w072,ink,0.00003,0,184.0,82.68,negative
p0257_batch,PHerc0257,w072,ink_reverse,0.00006,0,190.0,82.04,negative
p0257_batch,PHerc0257,w073,ink,0.00009,0,183.0,83.78,negative
p0257_batch,PHerc0257,w073,ink_reverse,0.00059,1,198.0,84.72,negative
p0257_batch,PHerc0257,w074,ink,0.00007,0,183.0,83.37,negative
p0257_batch,PHerc0257,w074,ink_reverse,0.00004,0,188.0,83.82,negative
p0257_batch,PHerc0257,w075,ink,0.00003,0,185.0,84.68,negative
p0257_batch,PHerc0257,w075,ink_reverse,0.00000,0,181.0,83.34,negative
p0257_batch,PHerc0257,w076,ink,0.00003,0,184.0,84.42,negative
p0257_batch,PHerc0257,w076,ink_reverse,0.00009,0,191.0,82.21,negative
p0257_batch,PHerc0257,w077,ink,0.00000,0,182.0,83.67,negative
p0257_batch,PHerc0257,w077,ink_reverse,0.00009,0,183.0,82.15,negative
p0257_batch,PHerc0257,w078,ink,0.00000,0,179.0,81.86,negative
p0257_batch,PHerc0257,w078,ink_reverse,0.00000,0,177.0,81.41,negative
p0257_batch,PHerc0257,w079,ink,0.00002,0,187.0,83.28,negative
p0257_batch,PHerc0257,w079,ink_reverse,0.00015,1,192.0,82.59,negative
p0257_batch,PHerc0257,w080,ink,0.00004,0,179.0,82.93,negative
p0257_batch,PHerc0257,w080,ink_reverse,0.00000,0,185.0,82.75,negative
p0257_batch,PHerc0257,w081,ink,0.00001,0,185.0,84.08,negative
p0257_batch,PHerc0257,w081,ink_reverse,0.00013,1,190.0,82.85,negative
p0257_batch,PHerc0257,w082,ink,0.00001,0,181.0,82.14,negative
p0257_batch,PHerc0257,w082,ink_reverse,0.00000,0,181.0,81.92,negative
p0257_batch,PHerc0257,w083,ink,0.00000,0,182.0,82.68,negative
p0257_batch,PHerc0257,w083,ink_reverse,0.00006,0,182.0,81.83,negative
p0257_batch,PHerc0257,w084,ink,0.00003,0,183.0,83.99,negative
p0257_batch,PHerc0257,w084,ink_reverse,0.00003,0,188.0,82.82,negative
p0257_batch,PHerc0257,w085,ink,0.00001,0,187.0,82.97,negative
p0257_batch,PHerc0257,w085,ink_reverse,0.00000,0,183.0,83.99,negative
p0257_batch,PHerc0257,w086,ink,0.00000,0,184.0,83.84,negative
p0257_batch,PHerc0257,w086,ink_reverse,0.00017,1,182.0,83.22,negative
p0257_batch,PHerc0257,w087,ink,0.00000,0,184.0,83.09,negative
p0257_batch,PHerc0257,w087,ink_reverse,0.00003,0,180.0,83.48,negative
p0257_batch,PHerc0257,w088,ink,0.00000,0,174.0,83.66,negative
p0257_batch,PHerc0257,w088,ink_reverse,0.00000,0,179.0,82.7,negative
p0257_batch,PHerc0257,w089,ink,0.00010,0,190.0,86.07,negative
p0257_batch,PHerc0257,w089,ink_reverse,0.00007,0,181.0,84.27,negative
p0268_batch,PHerc0268,w011,ink,0.00000,0,191.0,89.5,negative
p0268_batch,PHerc0268,w011,ink_reverse,0.00000,0,191.0,93.55,negative
p0268_batch,PHerc0268,w014,ink,0.00000,0,190.0,94.05,negative
p0268_batch,PHerc0268,w014,ink_reverse,0.00000,0,191.0,93.25,negative
p0268_batch,PHerc0268,w017,ink,0.00000,0,186.0,92.39,negative
p0268_batch,PHerc0268,w017,ink_reverse,0.00000,0,185.0,93.81,negative
p0268_batch,PHerc0268,w020,ink,0.00000,0,189.0,91.49,negative
p0268_batch,PHerc0268,w020,ink_reverse,0.00000,0,185.0,93.0,negative
p0268_batch,PHerc0268,w023,ink,0.00000,0,190.0,90.15,negative
p0268_batch,PHerc0268,w023,ink_reverse,0.00000,0,189.0,89.58,negative
p0268_batch,PHerc0268,w026,ink,0.00000,0,189.0,91.51,negative
p0268_batch,PHerc0268,w026,ink_reverse,0.00000,0,181.0,88.75,negative
p0268_batch,PHerc0268,w029,ink,0.00000,0,186.0,91.13,negative
p0268_batch,PHerc0268,w029,ink_reverse,0.00000,0,185.0,91.49,negative
p0268_batch,PHerc0268,w032,ink,0.00000,0,184.0,91.78,negative
p0268_batch,PHerc0268,w032,ink_reverse,0.00000,0,183.0,91.22,negative
p0268_batch,PHerc0268,w035,ink,0.00000,0,181.0,91.13,negative
p0268_batch,PHerc0268,w035,ink_reverse,0.00001,0,188.0,89.69,negative
p0268_batch,PHerc0268,w038,ink,0.00001,0,188.0,90.56,negative
p0268_batch,PHerc0268,w038,ink_reverse,0.00000,0,188.0,91.54,negative
p0268_batch,PHerc0268,w041,ink,0.00000,0,184.0,90.71,negative
p0268_batch,PHerc0268,w041,ink_reverse,0.00003,0,188.0,90.02,negative
p0268_batch,PHerc0268,w044,ink,0.00000,0,188.0,91.45,negative
p0268_batch,PHerc0268,w044,ink_reverse,0.00001,0,190.0,91.49,negative
p0268_batch,PHerc0268,w047,ink,0.00000,0,185.0,90.72,negative
p0268_batch,PHerc0268,w047,ink_reverse,0.00016,1,188.0,90.0,negative
p0268_batch,PHerc0268,w050,ink,0.00004,0,184.0,90.2,negative
p0268_batch,PHerc0268,w050,ink_reverse,0.00001,0,186.0,90.17,negative
p0268_batch,PHerc0268,w053,ink,0.00001,0,191.0,91.52,negative
p0268_batch,PHerc0268,w053,ink_reverse,0.00001,0,190.0,91.83,negative
p0268_batch,PHerc0268,w056,ink,0.00000,0,184.0,90.22,negative
p0268_batch,PHerc0268,w056,ink_reverse,0.00006,0,192.0,90.86,negative
p0268_batch,PHerc0268,w059,ink,0.00000,0,186.0,90.74,negative
p0268_batch,PHerc0268,w059,ink_reverse,0.00001,0,187.0,90.26,negative
p0268_batch,PHerc0268,w062,ink,0.00002,0,185.0,89.42,negative
p0268_batch,PHerc0268,w062,ink_reverse,0.00000,0,187.0,90.15,negative
p0268_batch,PHerc0268,w065,ink,0.00008,0,185.0,88.93,negative
p0268_batch,PHerc0268,w065,ink_reverse,0.00001,0,186.0,90.58,negative
p0268_batch,PHerc0268,w068,ink,0.00001,0,186.0,90.06,negative
p0268_batch,PHerc0268,w068,ink_reverse,0.00001,0,183.0,90.58,negative
p0268_batch,PHerc0268,w071,ink,0.00000,0,190.0,90.58,negative
p0268_batch,PHerc0268,w071,ink_reverse,0.00000,0,188.0,91.43,negative
p0268_batch,PHerc0268,w074,ink,0.00000,0,187.0,89.3,negative
p0268_batch,PHerc0268,w074,ink_reverse,0.00014,1,183.0,89.8,negative
p0268_batch,PHerc0268,w077,ink,0.00000,0,189.0,90.07,negative
